"second","TerrenceJones","RashadVaughn","MalcolmBrogdon","SpencerHawes","TonySnell","GiannisAntetokounmpo","KhrisMiddleton","MirzaTeletovic","JasonTerry","MatthewDellavedova","GregMonroe","ThonMaker","JohnHenson","AxelToupane","MichaelBeasley","JabariParker","MilesPlumlee","SteveNovak"
28,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
29,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
30,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
31,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
32,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
33,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
34,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
35,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
36,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
37,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
38,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
39,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
40,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
41,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
42,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
43,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
44,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
45,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
46,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
47,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
48,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
49,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
50,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
51,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
52,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
53,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
54,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
55,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
56,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
57,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
58,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
59,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
60,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
61,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
62,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
63,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
64,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
65,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
66,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
67,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
68,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
69,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
70,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
71,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
72,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
73,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
74,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
75,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
76,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
77,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
78,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
79,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
80,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
81,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
82,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
83,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
84,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
85,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
86,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
87,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
88,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
89,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
90,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
91,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
92,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
93,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
94,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
95,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
96,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
97,0,1,22,0,70,70,13,2,0,49,0,23,38,0,5,50,12,0
98,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
99,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
100,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
101,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
102,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
103,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
104,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
105,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
106,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
107,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
108,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
109,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
110,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
111,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
112,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
113,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
114,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
115,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
116,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
117,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
118,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
119,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
120,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
121,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
122,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
123,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
124,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
125,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
126,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
127,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
128,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
129,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
130,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
131,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
132,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
133,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
134,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
135,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
136,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
137,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
138,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
139,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
140,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
141,0,1,22,0,70,69,13,2,0,49,0,23,38,0,6,50,12,0
142,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
143,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
144,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
145,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
146,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
147,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
148,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
149,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
150,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
151,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
152,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
153,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
154,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
155,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
156,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
157,0,1,22,0,70,69,13,2,0,49,1,22,38,0,6,50,12,0
158,0,1,22,0,70,69,13,2,0,49,2,21,38,0,6,50,12,0
159,0,1,22,0,70,69,13,2,0,49,2,21,38,0,6,50,12,0
160,0,1,22,0,70,69,13,2,0,49,2,21,38,0,6,50,12,0
161,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
162,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
163,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
164,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
165,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
166,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
167,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
168,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
169,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
170,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
171,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
172,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
173,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
174,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
175,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
176,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
177,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
178,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
179,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
180,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
181,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
182,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
183,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
184,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
185,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
186,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
187,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
188,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
189,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
190,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
191,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
192,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
193,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
194,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
195,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
196,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
197,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
198,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
199,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
200,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
201,0,1,22,0,70,69,13,2,0,49,3,21,38,0,6,50,11,0
202,0,1,22,0,70,68,13,2,0,49,3,21,38,0,7,50,11,0
203,0,1,22,0,70,68,13,2,0,49,3,21,38,0,7,50,11,0
204,0,1,22,0,70,68,13,2,0,49,3,21,38,0,7,50,11,0
205,0,1,22,0,70,68,13,2,0,49,3,21,38,0,7,50,11,0
206,0,1,22,0,70,68,13,2,0,49,3,21,38,0,7,50,11,0
207,0,2,22,0,69,68,13,2,0,49,3,21,38,0,7,50,11,0
208,0,2,22,0,69,68,13,2,0,49,3,21,38,0,7,50,11,0
209,0,2,22,0,69,68,13,3,0,49,3,21,38,0,7,49,11,0
210,0,2,22,0,69,68,13,3,0,49,3,21,38,0,7,49,11,0
211,0,2,22,0,69,68,13,3,0,49,3,21,38,0,7,49,11,0
212,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
213,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
214,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
215,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
216,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
217,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
218,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
219,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
220,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
221,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
222,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
223,0,2,22,0,69,68,14,3,0,49,4,19,38,0,7,49,11,0
224,0,2,22,0,69,68,14,3,0,49,5,18,38,0,7,49,11,0
225,0,2,22,0,69,68,14,3,0,49,5,18,38,0,7,49,11,0
226,0,2,22,0,69,68,14,3,0,49,5,18,38,0,7,49,11,0
227,0,2,22,0,69,68,14,3,0,49,6,18,37,0,7,49,11,0
228,0,2,22,0,69,68,14,3,0,49,6,18,37,0,7,49,11,0
229,0,2,22,0,69,68,14,3,0,49,6,18,37,0,7,49,11,0
230,0,2,21,0,69,68,14,4,1,49,6,18,37,0,7,48,11,0
231,0,2,21,0,69,68,14,4,1,49,6,18,37,0,7,48,11,0
232,0,2,21,0,69,68,14,4,1,49,6,18,37,0,7,48,11,0
233,0,3,21,0,68,68,14,4,1,49,6,18,37,0,7,48,11,0
234,0,3,22,0,68,68,14,4,1,48,6,18,37,0,7,48,11,0
235,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
236,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
237,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
238,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
239,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
240,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
241,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
242,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
243,0,3,22,0,68,68,14,4,1,48,7,17,37,0,7,48,11,0
244,0,3,22,0,68,68,14,4,1,48,8,16,37,0,7,48,11,0
245,0,3,22,0,68,68,14,4,1,48,8,16,37,0,7,48,11,0
246,0,3,22,0,68,68,14,4,1,48,9,15,37,0,7,48,11,0
247,0,3,22,0,68,68,14,4,1,48,9,15,37,0,7,48,11,0
248,0,3,23,0,68,68,14,4,1,47,9,15,37,0,7,48,11,0
249,0,3,23,0,68,68,14,4,1,47,9,15,37,0,7,48,11,0
250,0,3,23,0,68,68,14,4,1,47,9,15,37,0,7,48,11,0
251,0,3,23,0,68,68,14,4,1,47,9,15,37,0,7,48,11,0
252,0,3,23,0,68,68,14,4,1,47,9,15,37,0,7,48,11,0
253,0,3,23,0,68,68,14,4,1,47,9,15,37,0,7,48,11,0
254,0,3,23,0,68,68,14,4,1,47,9,15,37,0,7,48,11,0
255,0,3,23,0,68,67,14,4,1,47,9,15,37,0,8,48,11,0
256,0,3,23,0,68,67,14,4,1,47,9,15,37,0,8,48,11,0
257,0,3,23,0,68,67,14,4,1,47,9,15,37,0,8,48,11,0
258,0,3,23,0,68,67,14,4,1,47,10,15,37,0,8,48,10,0
259,0,3,23,0,68,67,14,4,1,47,11,15,37,0,8,48,9,0
260,0,3,23,0,68,67,14,4,1,47,11,15,37,0,8,48,9,0
261,0,3,23,0,68,67,14,4,1,47,11,15,37,0,8,48,9,0
262,0,3,23,0,68,67,14,4,1,47,11,15,37,0,8,48,9,0
263,0,3,23,0,68,67,14,4,1,47,11,15,37,0,8,48,9,0
264,0,3,23,0,68,67,13,4,2,47,11,15,37,0,8,48,9,0
265,0,3,23,0,68,67,13,4,2,47,11,15,37,0,8,48,9,0
266,0,3,23,0,68,67,13,4,2,47,12,14,37,0,8,48,9,0
267,0,3,23,0,68,67,13,4,2,47,12,14,37,0,8,48,9,0
268,0,3,23,0,68,67,13,4,2,47,13,13,37,0,8,48,9,0
269,0,3,23,0,68,67,13,4,2,47,13,13,37,0,8,48,9,0
270,0,3,24,0,68,65,14,5,2,46,15,11,37,0,8,48,9,0
271,0,3,24,0,68,65,14,5,2,46,15,11,37,0,8,48,9,0
272,0,3,24,0,68,65,14,5,2,46,15,11,37,0,8,48,9,0
273,0,3,24,0,68,65,14,5,2,46,15,11,37,0,8,48,9,0
274,0,3,25,0,68,64,15,5,2,45,16,11,36,0,8,48,9,0
275,0,3,25,0,68,64,15,5,2,45,16,11,36,0,8,48,9,0
276,0,3,25,0,68,64,15,5,2,45,16,11,36,0,8,48,9,0
277,0,3,25,0,68,64,15,5,2,45,16,11,36,0,8,48,9,0
278,0,3,25,0,68,64,15,5,2,45,16,11,36,0,8,48,9,0
279,0,3,25,0,68,64,15,5,2,45,17,10,36,0,8,48,9,0
280,0,3,25,0,68,64,15,5,2,45,17,10,36,0,8,48,9,0
281,0,3,26,0,68,64,15,5,2,44,17,10,36,0,8,48,9,0
282,0,3,26,0,68,64,15,5,2,44,17,10,36,0,8,48,9,0
283,0,3,25,0,68,64,15,5,2,45,18,9,36,0,8,48,9,0
284,0,3,27,0,68,63,15,5,2,44,18,9,35,0,9,48,9,0
285,0,3,27,0,68,63,15,5,2,44,18,9,35,0,9,48,9,0
286,0,3,27,0,68,63,15,5,2,44,18,9,35,0,9,48,9,0
287,0,3,27,0,68,63,15,5,2,44,20,8,34,0,9,48,9,0
288,0,3,28,0,68,63,15,5,2,43,20,8,34,0,9,48,9,0
289,0,3,28,0,68,63,15,5,2,43,20,8,34,0,9,48,9,0
290,0,3,28,0,68,63,15,5,2,43,20,8,34,0,9,48,9,0
291,0,3,29,0,68,61,15,6,2,42,21,8,34,0,10,48,8,0
292,0,3,29,0,68,61,15,6,2,42,21,8,34,0,10,48,8,0
293,0,3,29,0,68,61,15,6,2,42,21,8,34,0,10,48,8,0
294,0,3,29,0,68,61,15,6,2,41,22,8,34,0,10,48,8,0
295,0,3,29,0,68,61,15,6,2,41,22,8,34,0,10,48,8,0
296,0,3,30,0,68,60,15,6,2,41,22,8,34,0,10,48,8,0
297,0,3,30,0,68,60,15,6,2,41,22,8,34,0,10,48,8,0
298,0,3,30,0,68,60,15,6,2,41,22,8,34,0,10,48,8,0
299,0,3,30,0,68,60,15,6,2,41,22,8,34,0,10,48,8,0
300,0,3,30,0,68,60,15,6,2,41,22,8,34,0,10,48,8,0
301,0,3,30,0,68,59,15,7,2,41,23,7,34,0,10,48,8,0
302,0,3,30,0,68,59,15,7,2,41,24,6,34,0,10,48,8,0
303,0,2,30,0,68,59,16,7,2,41,24,6,34,0,10,48,8,0
304,0,2,30,0,68,59,16,7,2,41,24,6,34,0,10,48,8,0
305,0,2,30,0,68,59,16,8,2,40,24,6,34,0,11,47,8,0
306,0,2,32,0,68,56,16,9,2,39,24,6,33,0,13,47,8,0
307,0,2,32,0,68,56,16,9,2,39,24,6,33,0,13,47,8,0
308,0,2,32,0,68,55,16,10,2,39,25,5,33,0,14,46,8,0
309,0,2,32,0,68,55,16,10,3,39,25,5,33,0,13,46,8,0
310,0,2,31,0,68,55,16,10,3,40,25,5,33,0,13,46,8,0
311,0,2,31,0,68,55,16,10,3,40,25,5,33,0,13,46,8,0
312,0,2,31,0,68,55,16,10,3,40,25,5,33,0,13,46,8,0
313,0,2,31,0,68,55,16,10,3,40,26,5,32,0,13,46,8,0
314,0,2,32,0,68,55,16,10,3,39,26,5,32,0,13,46,8,0
315,0,2,32,0,68,55,16,10,3,38,27,5,32,0,14,45,8,0
316,0,2,32,0,68,54,17,10,3,38,29,4,31,0,14,45,8,0
317,0,2,32,0,68,54,17,10,3,38,29,4,31,0,14,45,8,0
318,0,2,33,0,68,53,17,10,3,37,29,4,31,0,15,45,8,0
319,0,2,33,0,68,53,17,10,3,37,29,4,31,0,15,45,8,0
320,0,2,33,0,68,53,17,10,3,37,29,4,31,0,15,45,8,0
321,0,2,33,0,68,53,17,10,3,37,29,4,31,0,15,45,8,0
322,0,2,33,0,68,53,16,10,4,37,29,4,31,0,15,45,8,0
323,0,2,33,0,68,53,16,10,4,37,30,4,30,0,15,45,8,0
324,0,2,33,0,68,53,16,10,4,37,30,4,30,0,15,45,8,0
325,0,2,34,0,68,53,16,10,4,36,30,4,30,0,15,45,8,0
326,0,2,34,0,68,52,16,11,4,36,31,4,29,0,15,45,8,0
327,0,2,34,0,68,52,16,11,4,36,31,4,29,0,15,45,8,0
328,0,2,33,0,68,51,16,10,4,37,32,4,28,0,17,45,8,0
329,0,2,34,0,68,51,16,10,4,36,33,3,28,0,17,45,8,0
330,0,2,34,0,68,51,16,11,4,36,33,3,28,0,17,44,8,0
331,0,2,34,0,68,50,16,11,4,36,34,3,28,0,17,44,8,0
332,0,2,35,0,68,50,16,11,4,35,34,3,28,0,17,44,8,0
333,0,2,34,0,67,48,16,12,5,36,34,3,28,0,18,44,8,0
334,0,2,34,0,67,47,16,12,5,37,35,3,27,0,18,44,8,0
335,0,2,34,0,67,46,16,13,5,37,36,3,27,0,18,44,7,0
336,0,2,34,0,67,45,16,14,5,37,36,3,27,0,18,44,7,0
337,0,2,34,0,67,44,16,15,5,37,37,3,26,0,18,44,7,0
338,0,2,34,0,67,44,16,15,5,37,37,3,26,0,18,44,7,0
339,0,2,34,0,67,44,16,15,5,37,37,3,26,0,18,44,7,0
340,0,2,35,0,67,43,16,15,5,35,39,3,25,0,20,44,6,0
341,0,2,35,0,67,43,16,15,5,35,39,3,25,0,20,44,6,0
342,0,2,35,0,67,43,16,15,5,35,40,3,25,0,20,43,6,0
343,0,2,36,0,67,43,16,15,5,34,41,3,24,0,20,43,6,0
344,0,2,36,0,67,43,16,15,5,34,41,3,24,0,20,43,6,0
345,0,2,36,0,67,43,16,15,5,34,41,3,24,0,20,43,6,0
346,0,3,36,0,66,43,16,15,5,34,41,2,24,0,21,43,6,0
347,0,3,36,0,66,43,16,15,5,34,41,2,24,0,21,43,6,0
348,0,3,36,0,66,43,16,15,5,34,41,2,24,0,21,43,6,0
349,0,3,36,0,65,43,15,15,7,34,41,2,24,0,21,43,6,0
350,0,3,36,0,65,43,14,15,7,35,41,2,24,0,21,43,6,0
351,0,3,36,0,65,43,14,15,7,35,41,2,24,0,21,43,6,0
352,0,3,36,0,65,43,14,15,7,35,41,2,24,0,21,43,6,0
353,0,3,36,0,65,43,14,15,7,35,41,2,24,0,21,43,6,0
354,0,3,35,0,64,43,14,15,9,35,41,2,24,0,21,43,6,0
355,0,3,35,0,64,43,14,15,9,35,41,2,24,0,21,43,6,0
356,0,3,36,0,64,43,14,15,9,34,42,2,24,0,21,43,5,0
357,0,3,36,0,64,43,14,15,9,34,43,1,24,0,21,43,5,0
358,0,3,36,0,64,42,14,16,9,34,43,1,24,0,21,43,5,0
359,0,3,36,0,64,42,14,16,9,34,44,1,24,0,21,43,4,0
360,0,3,35,0,64,40,14,16,9,35,45,1,24,0,21,43,5,0
361,0,3,35,0,64,39,14,17,9,35,45,1,24,0,21,43,5,0
362,0,3,34,0,64,39,14,18,9,36,45,1,24,0,21,43,4,0
363,0,3,34,0,64,39,14,18,9,36,45,1,24,0,21,43,4,0
364,0,3,34,0,64,39,14,18,9,36,45,1,24,0,21,43,4,0
365,0,3,34,0,64,39,14,18,9,36,46,1,23,0,22,42,4,0
366,0,3,34,0,64,39,14,18,9,36,46,1,23,0,22,42,4,0
367,0,3,34,0,64,39,14,18,9,36,46,1,23,0,22,42,4,0
368,0,3,34,0,64,39,14,18,9,36,47,1,22,0,22,42,4,0
369,0,3,34,0,64,39,14,18,9,36,47,1,22,0,22,42,4,0
370,0,3,34,0,64,39,14,18,9,36,47,1,21,0,23,42,4,0
371,0,3,34,0,64,39,14,18,9,36,48,1,21,0,23,42,3,0
372,0,3,34,0,64,39,14,18,9,36,48,1,21,0,23,42,3,0
373,0,3,34,0,64,39,14,18,9,36,48,1,21,0,23,42,3,0
374,0,3,34,0,64,39,14,18,9,36,48,1,21,0,23,42,3,0
375,0,3,35,0,64,38,14,17,9,35,50,1,19,0,25,42,3,0
376,0,3,35,0,64,38,14,17,9,35,50,1,19,0,25,42,3,0
377,0,3,36,0,64,38,14,18,9,34,50,1,18,0,25,42,3,0
378,0,4,36,0,63,37,14,19,9,34,50,1,18,0,25,42,3,0
379,0,4,36,0,63,36,14,19,9,34,51,1,17,0,26,42,3,0
380,0,4,36,0,63,36,14,19,9,34,52,1,16,0,26,42,3,0
381,0,4,37,0,63,36,14,19,9,33,52,1,16,0,26,42,3,0
382,0,4,37,0,63,36,14,19,9,33,52,1,16,0,26,42,3,0
383,0,4,38,0,63,36,14,19,9,32,52,1,16,0,26,42,3,0
384,0,4,38,0,63,36,14,19,9,32,52,1,16,0,26,42,3,0
385,0,4,38,0,63,36,14,19,9,32,52,1,16,0,26,42,3,0
386,0,4,39,0,63,36,14,19,9,31,52,1,15,0,26,42,4,0
387,0,4,39,0,63,36,14,19,10,31,52,1,14,0,26,42,4,0
388,0,4,38,0,63,36,14,19,10,32,53,1,13,0,26,42,4,0
389,0,4,38,0,63,36,14,19,10,32,53,1,13,0,26,42,4,0
390,0,4,38,0,63,36,14,19,10,32,53,1,13,0,26,42,4,0
391,0,4,39,0,62,36,14,19,10,31,54,1,12,0,27,42,4,0
